Unnamed: 0,id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
251,333903271,Twitter,210569216,USD,0.0,354058,452,3.5,4.0,6.79.1,17+,News,37,2,33,1
